SUBJECT,CONTENT
accounts/,"Recording of Transactions — II 1 1 1 Auto fare Courier services Postal stamps Erasers / Sharpeners / Pencils / Pads Speed post charges Taxi fare R105 + ?90) Refreshments Auto fare Registered postal charges Telegram Cartage Computer stationery Bus fare STD call charges Office sanitation including disinfectant R 36 + i 24) Refreshment Photo stating charges Courier services Unloading charges Bus fare Posting from the Petty Cash Book The petty cash book is balanced periodically. The difference between the total receipts and total payments is the balance with the petty cashier. The balance is carried to the next period and the petty cashier is paid the amount actually spent. A petty cash account is opened in the ledger. It is debited with the amount given to petty cashier. Each expense account is individually debited with the periodic total as per the respective column by writing “petty cash account” and the petty cash account is credited with the total expenditure incurred during the period by writing sundries as per petty cash book. The petty cash account is balanced. It reﬂect the actual cash with the petty cashier. 2019-2020"
physics/,"4 2 PHYSICS Now, let us consider the motion of a car that starts from rest at time t= O s from the origin 0 and picks up speed till t = 10 s and thereafter moves with uniform speed till t = 18 s. Then the brakes are applied and the car stops at t= 20 s and x= 296 m. The position-time graph for this case is shown in Fig. 3.3. We shall refer to this graph in our discussion in the following sections. 3.3 AVERAGE VELOCITY AND AVERAGE SPEED When an object is in motion, its position changes with time. But how fast is the position changing with time and in what direction? To describe this, we define the quantity average velocity. Average velocity is defined as the change in position or displacement (Ax) divided by the time intervals (At), in which the displacement occurs : x2 — x1 Ax (31) l): :— tZ—tl At where x2 and x1 are the positions of the object at time t2and t1, respectively. Here the bar over the symbol for velocity is a standard notation used to indicate an average quantity. The SI unit for velocity is m / s or In 8—1, although km h‘1 is used in many everyday applications. Like displacement, average velocity is also a vector quantity. But as explained earlier, for motion in a straight line, the directional aspect of the vector can be taken care of by + and — signs and we do not have to use the vector notation for velocity in this chapter. 0 1 2 3 4 5 6 7 8 t (s) —+ Fig. 3.4 The average velocity is the slope of line P1P2' 2019-20 Consider the motion of the car in Fig. 3.3. The portion of the x—t graph between t= O s and t= 8 s is blown up and shown in Fig. 3.4. As seen from the plot, the average velocity of the car betweentime t= 5 s and t= 7 sis: x2 —x1 (27.4 — 10.0)m t2 — t1 (7 — 5) s Geometrically, this is the slope of the straight line P1P2 connecting the initial position P1 to the final position P2 as shown in Fig. 3.4. The average velocity can be positive or negative depending upon the sign of the displacement. It is zero if the displacement is zero. Fig. 3.5 shows the x—t graphs for an obj ect, moving with positive velocity (Fig. 3.5a), moving with negative velocity (Fig. 3.5b) and at rest (Fig. 3.5c). 1| 1| T X X 0 0 t_, o _, t—> (a) (b) (C) Fig. 3.5 Position—time graph for an object (a) moving with positive velocity, (b) moving with negative velocity, and (c) at rest. 1 B: =a7ms‘ Average velocity as defined above involves only the displacement of the object. We have seen earlier that the magnitude of displacement may be different from the actual path length. To describe the rate of motion over the actual path, we introduce another quantity called average speed. Average speed is defined as the total path length travelled divided by the total time interval during which the motion has taken place : Total path length Average speed 2 — (32) Total time interval Average speed has obviously the same unit (m s4) as that of velocity. But it does not tell us in what direction an object is moving. Thus, it is always positive (in contrast to the average velocity which can be positive or negative). If the motion of an object is along a straight line and in the same direction, the magnitude of displacement is equal to the total path length. In that case, the magnitude of average velocity"
biology/,"80 BIOLOGY (6) Figure 5.22 Solanum nigrum (makoi) plant : (a) Flowering twig (b) Flower (c) L.S. of ﬂower (d) Stamens (e) Carpel (1] Floral diagram or hollow, hairy or glabrous, underground stem in potato (Solanum tuberosum) Leaves: alternate, simple, rarely pinnately compound, exstipulate; venation reticulate Floral Characters Inﬂorescence : Solitary, axillary or cymose as in Solanum Flower: bisexual, actinomorphic Calyx: sepals ﬁve, united, persistent, valvate aestivation Corolla: petals ﬁve, united; valvate aestivation Androecium: stamens ﬁve, epipetalous Gynoecium: bicarpellary obligately placed, syncarpous; ovary superior, bilocular, placenta swollen with many ovules, axile Fruits: berry or capsule Seeds: many, endospermous Floral Formula: 6-) QZKE» C/(JA5 Q0, Economic Importance Many plants belonging to this family are source of food (tomato, brinjal, potato), spice (chilli); medicine (belladonna, ashwagandha); fumigatory (tobacco); ornamentals (petunia)."
accounts/,"Recording of Transactions — II 143 Date Sales to M / s Daman on account vide invoice no. 902: [i] 10 Electric kettles (General) @ ? 130. Purchased from M / s Kochhar Co. on credit vide invoice no.205: [i] 25 Electric Mixers @ ? 600. [ii] 40 Electric irons [Special] @ ? 540. trade discount 20%. Sales to M/s Ramneek on account vide bill no.925: 4 Electric Mixers @ ? 600. Received cheque of i3,700 from M / s Ramneek for full and final settlement of claim. The cheque deposited in bank after two days. Purchased from M/ s Burari Ltd. on credit vide invoice no. 157: (i) 10 Electric kettles @ ? 125 (ii) 20 Electric lamps @ ? 80 trade discount @ 20%. Sales to M / s Nutan on account vide invoice no.958: (i) 2 Electric Mixers @ ? 600. Cash sales of Electric wires and plugs ? 14,500, cash discount allowed ? 200. Cash purchases from M / s Hitesh: (i) 5 Electric fans @ ? 740. Paid electricity bill ? 1,320. Made full and final payment to M / s Burari Ltd. by cheque discount allowed by them ? 320. Purchased stationery on account from M / s Mohit Mart ? 3,200. Sales to M / s Daman on account vide Invoice No. 981: (i) 15 Table lamps @ ? 100 [ii] 10 Immersion heaters 1000 watt @ ? 80. Deposited in bank ? 5,000. Withdrew ? 8,000 for personal use. Paid telephone bill ? 2700 by cheque. Paid insurance ? 1,600 by cheque. Paid to M / s Handa Co. ?2,450 by cheque; and ? 28,000 to M / s Kochhar and co. by cheque who allowed ? 1,280 as discount. Purchases (Journal) Book nvoice Name of the Supplier L.F. Amount No. (Account to be credited) ? 544 Handa Co. Burari Ltd. Kochhar Co. Burari Ltd. 2019-2020"
biology/,"CHEMICAL COORDINATION AND INTEGRATION 1. 2. Diagrammatically indicate the location of the various endocrine glands in our 3. EXERCISES Deﬁne the following: (a) Exocrine gland (b) Endocrine gland (c) Hormone body. List the hormones secreted by the following: (a) Hypothalamus (b) Pituitary (c) Thyroid (d) Parathyroid (e) Adrenal (f) Pancreas (g) Testis (h) Ovary (i) Thymus (j) Atrium (k) Kidney (l) G-I Tract Fill in the blanks: Hormones Target gland (a) Hypothalamic hormones (b) Thyrotrophin (TSH) (c) Corticotrophin (ACTH) (d) Gonadotrophins (LH, FSH) (e) Melanotrophin (MSH) Write short notes on the functions of the following hormones: (a) Parathyroid hormone (PTH) (b) Thyroid hormones (c) Thymosins (d) Androgens (e) Estrogens (f) Insulin and Glucagon Give example(s) of: (a) Hyperglycemic hormone and hypoglycemic hormone (b) Hypercalcemic hormone (c) Gonadotrophic hormones (d) Progestational hormone (e) Blood pressure lowering hormone (f) Androgens and estrogens Which hormonal deﬁciency is responsible for the following: (a) Diabetes mellitus (b) Goitre (c) Cretinism Brieﬂy mention the mechanism of action of FSH. Match the following: Column I Column II (a) T 4 (i) Hypothalamus (b) PI‘H (ii) Thyroid (c) GnRH (iii) Pituitary (d) LH (iv) Parathyroid 343"
biology/,"24 BIOLOGY is branched and septate. The asexual spores are conidia produced exogenously on the special mycelium called conidiophores. Conidia on germination produce mycelium. Sexual spores are called ascospores which are produced endogenously in sac like asci (singular ascus). These asci are arranged in different types of fruiting bodies called ascocarps. Some examples are Aspergillus Wigure 2.5b), Claviceps and Neurospora. Neurospora is used extensively in biochemical and genetic work. Many members like morels and trufﬂes are edible and are considered delicacies. 2.3.3 Basidiomycetes Commonly known forms of basidiomycetes are mushrooms, bracket fungi or puffballs. They grow in soil, on logs and tree stumps and in living plant bodies as parasites, e. g., rusts and smuts. The mycelium is branched and septate. The asexual spores are generally not found, but vegetative reproduction by fragmentation is common. The sex organs are absent, but plasmogamy is brought about by fusion of two vegetative or somatic cells of different strains or genotypes. The resultant structure is dikaryotic which ultimately gives rise to basidium. Karyogamy and meiosis take place in the basidium producing four basidiospores. The basidiospores are exogenously produced on the basidium (pl.: basidia). The basidia are arranged in fruiting bodies called basidiocarps. Some common members are Agaricus (mushroom) (Figure 2.50), Ustilago (smut) and Puccinia (rust fungus). 2.3.4 Deuteromycetes Commonly known as imperfect fungi because only the asexual or vegetative phases of these fungi are known. When the sexual forms of these fungi were discovered they were moved into classes they rightly belong to. It is also possible that the asexual and vegetative stage have been given one name (and placed under deuteromycetes) and the sexual stage another (and placed under another class). Later when the linkages were established, the fungi were correctly identified and moved out of deuteromycetes. Once perfect (sexual) stages of members of dueteromycetes were discovered they were often moved to ascomycetes and basidiomycetes. The deuteromycetes reproduce only by asexual spores known as conidia. The mycelium is septate and branched. Some members are saprophytes or parasites while a large number of them are decomposers of litter and help in mineral cycling. Some examples are Alternaria, Colletotrichum and Trichoderma."
geography/,"WATER IN THE ATMOSPHERE the temperature of the air is reduced to dew point with its volume remaining constant; (ii) when both the volume and the temperature are reduced; (iv) when moisture is added to the air through evaporation. However, the most favourable condition for condensation is the decrease in air temperature. After condensation the water vapour or the moisture in the atmosphere takes one of the following forms — dew, frost, fog and clouds. Forms of condensation can be classiﬁed on the basis of temperature and location. Condensation takes place when the dew point is lower than the freezing point as well as higher than the freezing point. Dew When the moisture is deposited in the form of water droplets on cooler surfaces of solid objects (rather than nuclei in air above the surface) such as stones, grass blades and plant leaves, it is known as dew. The ideal conditions for its formation are clear sky, calm air, high relative humidity, and cold and long nights. For the formation of dew, it is necessary that the dew point is above the freezing point. Frost Frost forms on cold surfaces when condensation takes place below freezing point (0°C), i.e. the dew point is at or below the freezing point. The excess moisture is deposited in the form of minute ice crystals instead of water droplets. The ideal conditions for the formation of white frost are the same as those for the formation of dew, except that the air temperature must be at or below the freezing point. Fog and Mist When the temperature of an air mass containing a large quantity of water vapour falls all of a sudden, condensation takes place within itself on ﬁne dust particles. So, the fog is a cloud with its base at or very near to the ground. Because of the fog and mist, the visibility becomes poor to zero. In urban and industrial centres smoke provides plenty of nuclei which help the formation of fog and mist. Such a 95 condition when fog is mixed with smoke, is described as smog. The only difference between the mist and fog is that mist contains more moisture than the fog. In mist each nuceli contains a thicker layer of moisture. Mists are frequent over mountains as the rising warm air up the slopes meets a cold surface. Fogs are drier than mist and they are prevalent where warm currents of air come in contact with cold currents. Fogs are mini clouds in which condensation takes place around nuclei provided by the dust, smoke, and the salt particles. Clouds Cloud is a mass of minute water droplets or tiny crystals of ice formed by the condensation of the water vapour in free air at considerable elevations. As the clouds are formed at some height over the surface of the earth, they take various shapes. According to their height, expanse, density and transparency or opaqueness clouds are grouped under four types 2 (i) cirrus; (ii) cumulus; (iii) stratus; (iv) nimbus. Cirrus Cirrus clouds are formed at high altitudes (8,000 - 12,000m). They are thin and detatched clouds having a feathery appearance. They are always white in colour. Cumulus Cumulus clouds look like cotton wool. They are generally formed at a height of 4,000 - 7,000 m. They exist in patches and can be seen scattered here and there. They have a ﬂat base. Stratus As their name implies, these are layered clouds covering large portions of the sky. These clouds are generally formed either due to loss of heat or the mixing of air masses with different temperatures. Nimbus Nimbus clouds are black or dark gray. They form at middle levels or very near to the surface 2019-2020"
physics/,"U N [TS AND M EASU REM ENT 21 2.3.3 Range of Lengths The sizes of the objects we come across in the universe vary over a very wide range. These may vary from the size of the order of 10'14 m of the tiny nucleus of an atom to the size of the order of 1026 m of the extent of the observable universe. Table 2.3 gives the range and order of lengths and sizes of some of these objects. We also use certain special length units for short and large lengths. These are 1 fermi = 1 f= 10'15 m 1 angstrom = 1 A = 10'10 m 1 astronomical unit = 1 AU (average distance of the Sun from the Earth) = 1.496x 1011 m 1 light year = 1 ly= 9.46 x 1015 m (distance that light travels with velocity of 3 x 108 m S'1 in 1 year) 1 parsec = 3.08 x 1016 m (Parsec is the distance at which average radius of earth’s orbit subtends an angle of 1 arc second) 2.4 MEASUREMENT OF MASS Mass is a basic property of matter. It does not depend on the temperature, pressure or location of the object in space. The SI unit of mass is kilogram (kg). The prototypes of the International standard kilogram supplied by the International Bureau of Weights and Measures (BIPM) are available in many other laboratories of different countries. In India, this is available at the National Physical Laboratory (NPL), New Delhi. While dealing with atoms and molecules, the kilogram is an inconvenient unit. In this case, there is an important standard unit of mass, called the unified atomic mass unit (u), which has been established for expressing the mass of atoms as 1 unified atomic mass unit = 1u = (1 / 12) of the mass of an atom of carbon- 12 isotope (1: C) including the mass of electrons = 1.66 X 10—27 kg Mass of commonly available objects can be determined by a common balance like the one used in a grocery shop. Large masses in the universe like planets, stars, etc., based on Newton’s law of gravitation can be measured by using gravitational method (See Chapter 8). For measurement of small masses of atomic/sub- atomic particles etc., we make use of mass spectrograph in which radius of the trajectory is proportional to the mass of a charged particle moving in uniform electric and magnetic field. 2.4.1 Range of Masses The masses of the objects, we come across in the universe, vary over a very wide range. These may vary from tiny mass of the order of 10'30 kg of an electron to the huge mass of about 1055 kg of the known universe. Table 2.4 gives the range and order of the typical masses of various objects. Table 2.3 Range and order of lengths Size of object or distance Size of a proton Size of atomic nucleus Size of hydrogen atom Length of typical virus Wavelength of light Size of red blood corpuscle Thickness of a paper Height of the Mount Everest above sea level Radius of the Earth Distance of moon from the Earth Distance of the Sun from the Earth Distance of Pluto from the Sun Size of our galaxy Distance to Andromeda galaxy Distance to the boundary of observable universe 2019-20"
physics/,"SYSTEMS OI’ PARTICLES AND ROTATIONAL MOTION 167 7. 10. 1 Theorem of parallel axes This theorem is applicable to a body of any shape. It allows to find the moment of inertia of a body about any axis, given the moment of inertia of the body about a parallel axis through the centre of mass of the body. We shall only state this theorem and not give its proof. We shall, however, apply it to a few simple situations which will be enough to convince us about the usefulness of the theorem. The theorem may be stated as follows: The moment of inertia of a body about any axis is equal to the sum of the moment of inertia of the body about a parallel axis passing through its centre of mass and the product of its mass and the square of the distance between the two parallel axes. As shown in the Fig. 7.31, z and z’ are two parallel axes, separated by a distance a. The z-axis passes through the centre of mass 0 of the rigid body. Then according to the theorem of parallel axes IZ,=IZ+ Ma2 (7.37) where 12 and I2, are the moments of inertia of the body about the z and z’axes respectively, M is the total mass of the body and a is the perpendicular distance between the two parallel axes. > Example 7.11 What is the moment of inertia of a rod of mass M. length I about an axis perpendicular to it through one end? Answer For the rod of mass M and length l, I = Ml2/12. Using the parallel axes theorem, I’= I+ Ma2 with a= 1/2 we get, 2 2 2 I’=Ml—+M(L) = M 12 2 3 We can check this independently since I is half the moment of inertia of a rod of mass 2M and length 21 about its midpoint, 412 1 M12 I’=2M.—><—= 12 2 3 FExample 7.12 What is the moment of inertia of a ring about a tangent to the circle of the ring? Answer The tangent to the ring in the plane of the ring is parallel to one of the diameters of the ring. The distance between these two parallel axes is R, the radius of the ring. Using the parallel axes theorem, Tangent —————————— > Fig. 7.32 2 Imgem=1dm+ MR2= M; + MR2=§MR2. 4 7. 1 1 KINEMATICS OF ROTATIONAL MOTION ABOUT A FIXED AXIS We have already indicated the analogy between rotational motion and translational motion. For example, the angular velocity 0) plays the same role in rotation as the linear velocity v in translation. We wish to take this analogy further. In doing so we shall restrict the discussion only to rotation about fixed axis. This case of motion involves only one degree of freedom, i.e., needs only one independent variable to describe the motion. This in translation corresponds to linear motion. This section is limited only to kinematics. We shall turn to dynamics in later sections. We recall that for specifying the angular displacement of the rotating body we take any particle like P (Fig.7 .33) of the body. Its angular displacement 6 in the plane it moves is the angular displacement of the whole body; 0 is measured from a fixed direction in the plane of motion of P, which we take to be the x’-axis, chosen parallel to the x-axis. Note, as shown, the axis of rotation is the z — axis and the plane of the motion of the particle is the x - y plane. Fig. 7.33 also shows 00, the angular displacement at t= 0. We also recall that the angular velocity is the time rate of change of angular displacement, a) = dO/dt. Note since the axis of rotation is fixed, 2019-20"
geography/,"LIFE ON THE EARTH The producers are consumed by the primary consumers whereas the primary consumers are, in turn, being eaten by the secondary consumers. Further, the secondary consumers are consumed by the tertiary consumers. The decomposers feed on the dead at each and every level. They change them into various substances such as nutrients, organic and inorganic salts essential for soil fertility. Organisms of an ecosystem are linked together through a foodchain (Figure 15.1). For example, a plant eating beetle feeding on a paddy stalk is eaten by a frog, which is, in turn, eaten by a snake, which is then consumed by a hawk. This sequence of eating and being eaten and the resultant transfer of energy from one level to another is known as the food-chain. Transfer of energy that occurs during the process of a foodchain from one level to another is known as ﬂow of energy. However, food-chains are not isolated from one another. For example, a mouse feeding on grain may be eaten by different secondary consumers (carnivores) and these carnivores may be eaten by other different tertiary consumers (top carnivores). In such situations, each of the carnivores may consume more than one type of prey. As a result, the food- chains get interlocked with one another. This inter- connecting network of species is known as food web. Generally, two types of food-chains are recognised: grazing food-chain and detritus food-chain. In a grazing food-chain, the first level starts with plants as producers and ends with carnivores as consumers at the last level, with the herbivores being at the intermediate level. There is a loss of energy at each level which may be through respiration, excretion or decomposition. The levels involved in a food- chain range between three to ﬁve and energy is lost at each level. A detritus food-chain is based on autotrophs energy capture initiated by grazing animals and involves the decomposition or breaking down of organic wastes and dead matter derived from the grazing food-chain. Types of Biomes In the earlier paragraphs, you have learnt the meaning of the term ‘biome’. Let us now try to identify the major biomes of the world. There are ﬁve major biomes — forest, desert, grassland, 125 aquatic and altitudinal biomes. Some features of these biomes are given in Table l 5. 1. Biogeochemical Cycles The sun is the basic source of energy on which all life depends. This energy initiates life processes in the biosphere through photosynthesis, the main source of food and energy for green plants. During photosynthesis, carbon dioxide is converted into organic compounds and oxygen. Out of the total solar insolation that reaches the earth’s surface, only a very small fraction (0.1 per cent) is fixed in photosynthesis. More than half is used for plant respiration and the remaining part is temporarily stored or is shifted to other portions of the plant. Life on earth consists of a great variety of living organisms. These living organisms exist and survive in a diversity of associations. Such survival involves the presence of systemic ﬂows such as ﬂows of energy, water and nutrients. These ﬂows show variations in different parts of the world, in different seasons of the year and under varying local circumstances. Studies have shown that for the last one billion years, the atmosphere and hydrosphere have been composed of approximately the same balance of chemical components. This balance of the chemical elements is maintained by a cyclic passage through the tissues of plants and animals. The cycle starts by absorbing the chemical elements by the organism and is returned to the air, water and soil through decomposition. These cycles are largely energised by solar insolation. These cyclic movements of chemical elements of the biosphere between the organism and the environment are referred to as biogeochemical cycles. Bio refers to living organisms and geo to rocks, soil, air and water of the earth. There are two types of biogeochemical cycles : the gaseous and the sedimentary cycle. In the gaseous cycle, the main reservoir of nutrients is the atmosphere and the ocean. In the sedimentary cycle, the main reservoir is the soil and the sedimentary and other rocks of the earth’s crust. The Water Cycle All living organisms, the atmosphere and the lithosphere maintain between them a 2019-2020"
physics/,"CHAPTER EIGHT | I 0860-108 8.1 8.2 8.3 8.4 8.5 8.6 Introduction Kepler's laws Universal law of gravitation The gravitational constant Acceleration clue to gravity of the earth Acceleration clue to gravity below and above the surface of earth Gravitational potential energy Escape speed Earth satellites Energy of an orbiting satellite Geostationary and polar satellites Weightlessness Summary Points to ponder Exercises Additional exercises GRAVITATION 8. 1 INTRODUCTION Early in our lives, we become aware of the tendency of all material objects to be attracted towards the earth. Anything thrown up falls down towards the earth, going uphill is lot more tiring than going downhill, raindrops from the clouds above fall towards the earth and there are many other such phenomena. Historically it was the Italian Physicist Galileo (1564- l 642) who recognised the fact that all bodies, irrespective of their masses, are accelerated towards the earth with a constant acceleration. It is said that he made a public demonstration of this fact. To find the truth, he certainly did experiments with bodies rolling down inclined planes and arrived at a value of the acceleration due to gravity which is close to the more accurate value obtained later. A seemingly unrelated phenomenon, observation of stars, planets and their motion has been the subject of attention in many countries since the earliest of times. Observations since early times recognised stars which appeared in the sky with positions unchanged year after year. The more interesting objects are the planets which seem to have regular motions against the background of stars. The earliest recorded model for planetary motions proposed by Ptolemy about 2000 years ago was a ‘geocentric’ model in which all celestial objects, stars, the sun and the planets, all revolved around the earth. The only motion that was thought to be possible for celestial objects was motion in a circle. Complicated schemes of motion were put forward by Ptolemy in order to describe the observed motion of the planets. The planets were described as moving in circles with the centre of the circles themselves moving in larger circles. Similar theories were also advanced by Indian astronomers some 400 years later. However a more elegant model in which the Sun was the centre around which the planets revolved — the ‘heliocentric’ model — was already mentioned by Aryabhatta (5th century AD.) in his treatise. A thousand years later, a Polish monk named Nicolas 2019-20"
biology/,"ANIMAL KINGDOM 4.2.7 Phylum — Arthropoda This is the largest phylum of Animalia which includes insects. Over two-thirds of all named species on earth are arthropods (Figure 4.12). They have organ-system level of organisation. They are bilaterally symmetrical, triploblastic, segmented and coelomate animals. The body of arthropods is covered by chitinous exoskeleton. The body consists of head, thorax and abdomen. They have jointed appendages (arthros-joint, poda-appendages). Respiratory organs are gills, book gills, book lungs or tracheal system. Circulatory system is of open type. Sensory organs like antennae, eyes (compound and simple), statocysts or balancing organs are present. Excretion takes place through malpighian tubules. They are mostly dioecious. Fertilisation is usually internal. They are mostly oviparous. Development may be direct or indirect. Examples: Economically important insects — Apis (Honey bee), Bombyx (Silkworm), Laccifer (Lac insect) Vectors — Anopheles, Culex and Aedes (Mosquitoes) Gregarious pest — Locusta (Locust) Living fossil — Limulus (King crab). 4.2.8 Phylum — Mollusca This is the second largest animal phylum (Figure 4. 13). Molluscs are terrestrial or aquatic (marine or fresh water) having an organ-system level of organisation. They are bilaterally symmetrical, triploblastic and coelomate animals. Body is covered by a calcareous shell and is unsegmented with a distinct head, muscular foot and visceral hump. A soft and spongy layer of skin forms a mantle over the visceral hump. The space between the hump and the mantle is called the mantle cavity in which feather like gills are present. They have respiratory and excretory functions. The anterior head region has sensory tentacles. The mouth contains a file-like rasping organ for feeding, called radula. (c) (d) Figure 4.12 Examples of Arthropoda: (a) Locust (b) Butterﬂy (0) Scorpion (d) Prawn Figure 4.13 Examples of Mollusca: (a) Pila (b) Octopus 201 9-2020 53"
physics/,"132 PHYSICS ={ v1f2 + U”2 + 2v1fv2f cos (191 + 37°) } (6.32) Since the collision is elastic and m1 = m2 it follows from conservation of kinetic energy that v11.2 = 1)le + 1)sz (6-33) Comparing Eqs. (6.32) and (6.33), we get cos ((91 + 37°) = O or 01 + 37° = 90° Thus, 91 =53° This proves the following result : when two equal masses undergo a glancing elastic collision with one of them at rest, after the collision, they will move at right angles to each other. 4 The matter simplifies greatly if we consider spherical masses with smooth surfaces, and assume that collision takes place only when the bodies touch each other. This is what happens in the games of marbles, carrom and billiards. In our everyday world, collisions take place only when two bodies touch each other. But consider a comet coming from far distances to the sun, or alpha particle coming towards a nucleus and going away in some direction. Here we have to deal with forces involving action at a distance. Such an event is called scattering. The velocities and directions in which the two particles go away depend on their initial velocities as well as the type of interaction between them, their masses, shapes and sizes. SUM'MARY i. The work-energy theorem states that the change in kinetic energy of a body is the work done by the net force on the body. K1"" K. = W net 2. A force is conservative if (i) work done by it on an object is path independent and depends only on the end points {xi. )3}. or (ii) the work done by the force is zero for an arbitrary closed path taken by the object such that it returns to its initial position. 3. For a conservative force in one dimension, we may deﬁne a potential energy function V[x] such that dV F(x) 2 — (x) dx X,"" or W-VJ.=JF(x)dx Xi 4. The principle of conservation of mechanical energy states that the total mechanical energy of a body remains constant if the only forces that act on the body are conservative. 5. The gravitational potential energy of a particle of mass m at a height x about the earth’s surface is le} =mgx where the variation of g with height is ignored. 6. The elastic potential energy of a spring of force constant k and extension xis 1 . V(X)=§kx2 7. The scalar or dot product of two vectors A and B is written as AB and is a scalar quantity given by : AB = AB cos 0. where 6 is the angle between A and B. It can be positive. negative or zero depending upon the value of 6. The scalar product of two vectors can be interpreted as the product of magnitude of one vector and component of the other vector along the ﬁrst vector. For unit vectors : i-izj-jzli-lizl and i .jzj.ﬁ:ﬁ.i=o Scalar products obey the commutative and the distributive laws. 2019-20"
physics/,"4 4 PHYSICS calculation. Let us take At = 2 s centred at t = 4 s. Then, by the definition of the average velocity, the slope of line P1P2 ( Fig. 3.6) gives the value of average velocity over the interval 3 s to 5 s. Now, we decrease the value of Atfrom 2 s to 1 s. Then line P1P2 becomes @192 and its slope gives the value of the average velocity over the interval 3.5 s to 4.5 s. In the limit At —> 0, the line P1P2 becomes tangent to the position- time curve at the point P and the velocity at t = 4 s is given by the slope of the tangent at that point. It is difficult to show this process graphically. But if we use numerical method to obtain the value of the velocity, the meaning of the limiting process becomes clear. For the graph shown in Fig. 3.6, X: 0.08 t3. Table 3.1 gives the value of Ax/At calculated for Atequal to 2.0 s, 1.0 s, 0.5 s, 0.1 s and 0.01 s centred at t= 4.0 s. The second and third columns give the value of t1= Atl ' ( At\ [t - 7) and t2 = ngJ and the fourth and the fifth columns give the corresponding values of x, i.e. x(tl) = 0.08 If and x(t2) = 0.08 I; The sixth column lists the difference Ax = x (t2) — (t1) and the last column gives the ratio of Ax and At, i.e. the average velocity corresponding to the value of At listed in the first column. We see from Table 3.1 that as we decrease the value ofAtfrom 2.0 s to 0.010 s, the value of the average velocity approaches the limiting value 3.84 m S'1 which is the value of velocity at dx t= 4.0 s, i.e. the value of E at 1:: 4.0 s. In this manner, we can calculate velocity at each Table 3.1 Limiting value ofA AM) At.) (Slo (m) (m) 3.0 2.16 3.5 4.5 3.43 3.75 4.25 4.21875 3.95 4.05 4.93039 3.995 4.005 2019-20 5. 1 00824 instant for motion of the car shown in Fig. 3.3. For this case, the variation of velocity with time is found to be as shown in Fig. 3.7. I 30 25 v(m/s) 20 15 10 5 0 o 2 4 6 8101214161820 t(S)—’ Fig. 3. 7 Velocity—time graph corresponding to motion shown in Fig. 3.3. The graphical method for the determination of the instantaneous velocity is always not a convenient method. For this, we must carefully plot the position—time graph and calculate the value of average velocity as At becomes smaller and smaller. It is easier to calculate the value of velocity at different instants if we have data of positions at different instants or exact expression for the position as a function of time. Then, we calculate Ax/ At from the data for decreasing the value of At and find the limiting value as we have done in Table 3.1 or use differential calculus for the given expression and dx calculate d—t at different instants as done in the following example. att= 45 10.0 7. 84 7.29 3.86 6.14125 1.9225 5.31441 0.38402 5. 139224 0.0384"
biology/,"Chapter 1 The Living World Chapter 2 Biological Classification Chapter 3 Plant Kingdom Chapter 4 Animal Kingdom UNIT I DIVERSITY IN THE LIVING WORLD Biology is the science of life forms and living processes. The living world comprises an amazing diversity of living organisms. Early man could easily perceive the difference between inanimate matter and living organisms. Early man deified some of the inanimate matter (wind, sea, fire etc.) and some among the animals and plants. A common feature of all such forms of inanimate and animate objects was the sense of awe or fear that they evoked. The description of living organisms including human beings began much later in human history. Societies which indulged in anthropocentric view of biology could register limited progress in biological knowledge. Systematic and monumental description of life forms brought in, out of necessity, detailed systems of identification, nomenclature and classification. The biggest spin off of such studies was the recognition of the sharing of similarities among living organisms both horizontally and vertically. That all present day living organisms are related to each other and also to all organisms that ever lived on this earth, was a revelation which humbled man and led to cultural movements for conservation of biodiversity. In the following chapters of this unit, you will get a description, including classification, of animals and plants from a taxonomist’s perspective. 2019-2020"
